Exercise,Set,Rep,Weight,Metric,Set RPE,Tags,Workout Start Time,Rest Time,Avg Velocity (m/s),Range of Motion (mm),Peak Velocity (m/s),Peak Velocity Location (%),Duration of rep (sec)
"squat",4,1,"80","kgs","","high bar","04/02/2021, 12:02:22","00:01:19.0",0.77,653,1.28,533,0.849
"squat",4,2,"80","kgs","","high bar","04/02/2021, 12:02:22","00:01:19.0",0.78,681,1.22,570,0.877
"squat",5,1,"100","kgs","","high bar","04/02/2021, 12:02:22","00:01:45.3",0.59,657,1.16,564,1.117
"squat",6,1,"110","kgs","","high bar","04/02/2021, 12:02:22","00:01:38.0",0.50,654,0.94,577,1.298
"squat",7,1,"120","kgs","","high bar","04/02/2021, 12:02:22","00:02:03.8",0.41,647,1.02,570,1.587
"squat",8,1,"125","kgs","","high bar","04/02/2021, 12:02:22","00:02:47.3",0.31,652,0.99,576,2.088
"squat",9,1,"130","kgs","","high bar","04/02/2021, 12:02:22","00:03:29.3",0.21,625,0.78,560,2.897
"squat",10,1,"100","kgs","","high bar","04/02/2021, 12:02:22","00:02:16.3",0.59,652,1.12,563,1.11
"squat",10,2,"100","kgs","","high bar","04/02/2021, 12:02:22","00:02:16.3",0.53,668,1.09,583,1.273
"squat",10,3,"100","kgs","","high bar","04/02/2021, 12:02:22","00:02:16.3",0.53,689,1.06,601,1.307
"squat",11,1,"100","kgs","","high bar","04/02/2021, 12:02:22","00:00:40.0",0.54,660,1.14,571,1.214
"squat",11,2,"100","kgs","","high bar","04/02/2021, 12:02:22","00:00:40.0",0.46,662,1.00,571,1.45
"squat",12,1,"100","kgs","","high bar","04/02/2021, 12:02:22","00:00:48.7",0.51,645,1.09,567,1.262
"overhead press",1,1,"20","kgs","","","04/02/2021, 12:02:22","00:01:18.4",1.28,624,1.91,423,0.486
"overhead press",1,2,"20","kgs","","","04/02/2021, 12:02:22","00:01:18.4",1.24,639,1.95,451,0.514
"overhead press",1,3,"20","kgs","","","04/02/2021, 12:02:22","00:01:18.4",1.03,635,1.80,473,0.618
"overhead press",2,1,"25","kgs","","","04/02/2021, 12:02:22","00:00:41.6",1.16,626,1.65,474,0.541
"overhead press",2,2,"25","kgs","","","04/02/2021, 12:02:22","00:00:41.6",1.05,633,1.55,476,0.603
"overhead press",2,3,"25","kgs","","","04/02/2021, 12:02:22","00:00:41.6",0.69,650,1.49,532,0.94
"overhead press",3,1,"30","kgs","","","04/02/2021, 12:02:22","00:00:45.3",0.99,637,1.38,485,0.641
"overhead press",3,2,"30","kgs","","","04/02/2021, 12:02:22","00:00:45.3",0.97,629,1.33,483,0.647
"overhead press",4,1,"35","kgs","","","04/02/2021, 12:02:22","00:00:46.2",0.91,652,1.20,546,0.714
"overhead press",4,2,"35","kgs","","","04/02/2021, 12:02:22","00:00:46.2",0.59,647,1.09,545,1.102
"overhead press",5,1,"40","kgs","","","04/02/2021, 12:02:22","00:00:46.4",0.75,638,0.96,541,0.851
"overhead press",6,1,"45","kgs","","","04/02/2021, 12:02:22","00:00:45.9",0.60,629,0.81,149,1.049
"overhead press",7,1,"50","kgs","","","04/02/2021, 12:02:22","00:02:30.0",0.51,642,0.74,144,1.256
"overhead press",8,1,"55","kgs","","","04/02/2021, 12:02:22","00:02:26.4",0.27,611,0.61,107,2.229
"overhead press",9,1,"42,5","kgs","","","04/02/2021, 12:02:22","00:02:23.0",0.67,617,0.89,157,0.926
"overhead press",9,2,"42,5","kgs","","","04/02/2021, 12:02:22","00:02:23.0",0.60,601,0.80,135,1.006
"overhead press",9,3,"42,5","kgs","","","04/02/2021, 12:02:22","00:02:23.0",0.60,633,0.80,133,1.062
"overhead press",10,1,"42,5","kgs","","","04/02/2021, 12:02:22","00:00:33.2",0.59,621,0.79,136,1.058
"overhead press",10,2,"42,5","kgs","","","04/02/2021, 12:02:22","00:00:33.2",0.51,603,0.73,127,1.173
"overhead press",11,1,"42,5","kgs","","","04/02/2021, 12:02:22","00:00:30.8",0.59,626,0.81,141,1.051
"squat",1,1,"20","kgs","","high bar","05/02/2021, 11:54:11","00:00:00",1.16,627,1.90,371,0.539
"squat",1,2,"20","kgs","","high bar","05/02/2021, 11:54:11","00:00:00",1.21,683,2.00,424,0.564
"squat",1,3,"20","kgs","","high bar","05/02/2021, 11:54:11","00:00:00",1.22,688,1.92,412,0.565
"squat",2,1,"40","kgs","","high bar","05/02/2021, 11:54:11","00:00:55.0",1.09,652,1.76,455,0.596
"squat",2,2,"40","kgs","","high bar","05/02/2021, 11:54:11","00:00:55.0",1.12,685,1.76,479,0.613
"squat",2,3,"40","kgs","","high bar","05/02/2021, 11:54:11","00:00:55.0",1.08,669,1.66,437,0.617
"squat",3,1,"60","kgs","","high bar","05/02/2021, 11:54:11","00:01:15.0",0.93,647,1.40,523,0.697
"squat",3,2,"60","kgs","","high bar","05/02/2021, 11:54:11","00:01:15.0",0.92,657,1.39,488,0.712
"squat",4,1,"80","kgs","","high bar","05/02/2021, 11:54:11","00:00:54.0",0.77,666,1.25,544,0.86
"squat",4,2,"80","kgs","","high bar","05/02/2021, 11:54:11","00:00:54.0",0.69,624,1.15,523,0.902
"squat",5,1,"100","kgs","","high bar","05/02/2021, 11:54:11","00:01:28.7",0.51,653,1.11,579,1.285
"squat",6,1,"110","kgs","","high bar","05/02/2021, 11:54:11","00:01:39.5",0.52,639,1.09,560,1.222
"squat",7,1,"120","kgs","","high bar","05/02/2021, 11:54:11","00:01:39.0",0.45,634,1.04,556,1.422
"squat",8,1,"125","kgs","","high bar","05/02/2021, 11:54:11","00:02:17.0",0.39,632,1.01,537,1.633
"squat",9,1,"130","kgs","","high bar","05/02/2021, 11:54:11","00:02:15.5",0.32,646,0.95,576,1.99
"squat",10,1,"135","kgs","","high bar","05/02/2021, 11:54:11","00:02:34.3",0.20,622,0.81,559,3.117
"squat",11,1,"100","kgs","","high bar","05/02/2021, 11:54:11","00:02:17.1",0.58,614,1.11,515,1.053
"squat",11,2,"100","kgs","","high bar","05/02/2021, 11:54:11","00:02:17.1",0.60,655,1.15,546,1.096
"squat",11,3,"100","kgs","","high bar","05/02/2021, 11:54:11","00:02:17.1",0.53,662,1.09,583,1.261
"squat",12,1,"100","kgs","","high bar","05/02/2021, 11:54:11","00:00:40.9",0.50,630,1.07,535,1.257
"squat",12,2,"100","kgs","","high bar","05/02/2021, 11:54:11","00:00:40.9",0.53,658,1.08,561,1.252
"squat",13,1,"100","kgs","","high bar","05/02/2021, 11:54:11","00:00:47.2",0.53,642,1.04,542,1.215
"squat",14,1,"100","kgs","","high bar","05/02/2021, 11:54:11","00:00:43.4",0.58,647,1.09,546,1.124
"squat",15,1,"100","kgs","","high bar","05/02/2021, 11:54:11","00:00:42.0",0.51,632,1.02,536,1.248
"overhead press",1,1,"20","kgs","","","05/02/2021, 11:54:11","00:01:20.8",1.31,627,2.05,414,0.477
"overhead press",1,2,"20","kgs","","","05/02/2021, 11:54:11","00:01:20.8",1.24,642,1.96,453,0.519
"overhead press",1,3,"20","kgs","","","05/02/2021, 11:54:11","00:01:20.8",0.91,632,1.88,458,0.695
"overhead press",2,1,"25","kgs","","","05/02/2021, 11:54:11","00:00:43.0",1.09,624,1.62,458,0.574
"overhead press",2,2,"25","kgs","","","05/02/2021, 11:54:11","00:00:43.0",0.80,635,1.65,462,0.793
"overhead press",2,3,"25","kgs","","","05/02/2021, 11:54:11","00:00:43.0",0.77,633,1.54,469,0.823
"overhead press",3,1,"30","kgs","","","05/02/2021, 11:54:11","00:00:50.3",0.99,643,1.45,473,0.649
"overhead press",3,2,"30","kgs","","","05/02/2021, 11:54:11","00:00:50.3",0.98,634,1.30,476,0.647
"overhead press",4,1,"35","kgs","","","05/02/2021, 11:54:11","00:00:53.4",0.84,621,1.10,365,0.739
"overhead press",4,2,"35","kgs","","","05/02/2021, 11:54:11","00:00:53.4",0.75,614,1.06,526,0.818
"overhead press",5,1,"40","kgs","","","05/02/2021, 11:54:11","00:00:51.4",0.76,632,0.94,209,0.834
"overhead press",6,1,"45","kgs","","","05/02/2021, 11:54:11","00:00:56.1",0.53,620,0.81,156,1.172
"overhead press",7,1,"50","kgs","","","05/02/2021, 11:54:11","00:01:24.3",0.43,631,0.70,137,1.455
"overhead press",8,1,"52,5","kgs","","","05/02/2021, 11:54:11","00:01:54.3",0.33,617,0.65,109,1.886
"overhead press",9,1,"55","kgs","","","05/02/2021, 11:54:11","00:02:08.2",0.20,601,0.55,81,2.979
"overhead press",10,1,"42,5","kgs","","","05/02/2021, 11:54:11","00:01:45.1",0.64,630,0.88,154,0.984
"overhead press",10,2,"42,5","kgs","","","05/02/2021, 11:54:11","00:01:45.1",0.52,596,0.77,132,1.152
"overhead press",10,3,"42,5","kgs","","","05/02/2021, 11:54:11","00:01:45.1",0.43,631,0.74,146,1.475
"overhead press",11,1,"42,5","kgs","","","05/02/2021, 11:54:11","00:00:30.0",0.51,605,0.76,139,1.191
"overhead press",11,2,"42,5","kgs","","","05/02/2021, 11:54:11","00:00:30.0",0.38,595,0.68,128,1.576
"overhead press",12,1,"42,5","kgs","","","05/02/2021, 11:54:11","00:00:28.5",0.50,611,0.75,144,1.217
"squat",1,1,"20","kgs","","high bar","08/02/2021, 12:18:29","00:00:00",1.11,606,1.81,355,0.546
"squat",1,2,"20","kgs","","high bar","08/02/2021, 12:18:29","00:00:00",1.20,659,1.86,399,0.551
"squat",1,3,"20","kgs","","high bar","08/02/2021, 12:18:29","00:00:00",1.25,678,1.95,413,0.543
"squat",2,1,"40","kgs","","high bar","08/02/2021, 12:18:29","00:00:58.0",1.07,632,1.71,444,0.588
"squat",2,2,"40","kgs","","high bar","08/02/2021, 12:18:29","00:00:58.0",1.08,657,1.69,458,0.606
"squat",2,3,"40","kgs","","high bar","08/02/2021, 12:18:29","00:00:58.0",1.10,689,1.67,499,0.625
"squat",3,1,"60","kgs","","high bar","08/02/2021, 12:18:29","00:01:10.4",0.92,625,1.48,487,0.678
"squat",3,2,"60","kgs","","high bar","08/02/2021, 12:18:29","00:01:10.4",0.97,665,1.52,509,0.684
"squat",4,1,"80","kgs","","high bar","08/02/2021, 12:18:29","00:00:58.2",0.75,615,1.24,499,0.817
"squat",4,2,"80","kgs","","high bar","08/02/2021, 12:18:29","00:00:58.2",0.78,664,1.25,543,0.855
"squat",5,1,"100","kgs","","high bar","08/02/2021, 12:18:29","00:01:36.3",0.62,646,1.13,540,1.036
"squat",6,1,"110","kgs","","high bar","08/02/2021, 12:18:29","00:01:04.9",0.53,648,1.07,569,1.23
"squat",7,1,"120","kgs","","high bar","08/02/2021, 12:18:29","00:01:31.7",0.47,637,1.08,555,1.37
"squat",8,1,"130","kgs","","high bar","08/02/2021, 12:18:29","00:01:47.5",0.34,644,1.01,570,1.904
"squat",9,1,"135","kgs","","high bar","08/02/2021, 12:18:29","00:01:54.9",0.25,634,0.85,566,2.498
"squat",10,1,"105","kgs","","high bar","08/02/2021, 12:18:29","00:02:27.0",0.59,641,1.15,552,1.09
"squat",10,2,"105","kgs","","high bar","08/02/2021, 12:18:29","00:02:27.0",0.53,652,1.02,550,1.236
"squat",10,3,"105","kgs","","high bar","08/02/2021, 12:18:29","00:02:27.0",0.50,666,1.02,569,1.321
"squat",11,1,"105","kgs","","high bar","08/02/2021, 12:18:29","00:00:42.3",0.55,661,1.11,574,1.194
"squat",11,2,"105","kgs","","high bar","08/02/2021, 12:18:29","00:00:42.3",0.46,675,0.93,600,1.477
"squat",12,1,"105","kgs","","high bar","08/02/2021, 12:18:29","00:00:45.4",0.50,647,1.12,559,1.291
"overhead press",1,1,"20","kgs","","","08/02/2021, 12:18:29","00:01:21.8",1.36,640,2.11,464,0.472
"overhead press",1,2,"20","kgs","","","08/02/2021, 12:18:29","00:01:21.8",1.31,626,2.00,445,0.476
"overhead press",1,3,"20","kgs","","","08/02/2021, 12:18:29","00:01:21.8",1.12,634,1.84,464,0.567
"overhead press",2,1,"25","kgs","","","08/02/2021, 12:18:29","00:00:59.8",1.10,634,1.70,458,0.575
"overhead press",2,2,"25","kgs","","","08/02/2021, 12:18:29","00:00:59.8",0.76,629,1.58,458,0.831
"overhead press",2,3,"25","kgs","","","08/02/2021, 12:18:29","00:00:59.8",1.06,626,1.50,447,0.589
"overhead press",3,1,"30","kgs","","","08/02/2021, 12:18:29","00:00:43.1",1.01,630,1.43,428,0.622
"overhead press",3,2,"30","kgs","","","08/02/2021, 12:18:29","00:00:43.1",0.95,629,1.37,471,0.665
"overhead press",4,1,"35","kgs","","","08/02/2021, 12:18:29","00:00:41.9",0.87,624,1.14,244,0.72
"overhead press",4,2,"35","kgs","","","08/02/2021, 12:18:29","00:00:41.9",0.87,630,1.08,283,0.724
"overhead press",5,1,"40","kgs","","","08/02/2021, 12:18:29","00:00:56.6",0.57,599,0.90,203,1.059
"overhead press",6,1,"45","kgs","","","08/02/2021, 12:18:29","00:00:48.9",0.58,591,0.78,143,1.026
"overhead press",7,1,"50","kgs","","","08/02/2021, 12:18:29","00:01:22.7",0.48,632,0.73,147,1.318
"overhead press",8,1,"55","kgs","","","08/02/2021, 12:18:29","00:01:31.1",0.25,627,0.61,88,2.531
"overhead press",9,1,"42,5","kgs","","","08/02/2021, 12:18:29","00:02:03.1",0.64,596,0.91,183,0.93
"overhead press",9,2,"42,5","kgs","","","08/02/2021, 12:18:29","00:02:03.1",0.55,598,0.79,137,1.09
"overhead press",9,3,"42,5","kgs","","","08/02/2021, 12:18:29","00:02:03.1",0.41,611,0.77,145,1.47
"overhead press",10,1,"42,5","kgs","","","08/02/2021, 12:18:29","00:00:29.8",0.53,586,0.79,142,1.098
"overhead press",10,2,"42,5","kgs","","","08/02/2021, 12:18:29","00:00:29.8",0.46,597,0.74,128,1.311
"overhead press",11,1,"42,5","kgs","","","08/02/2021, 12:18:29","00:00:32.5",0.50,592,0.79,143,1.19
"squat",1,1,"20","kgs","","high bar","09/02/2021, 11:21:16","00:00:00",1.11,584,1.77,350,0.528
"squat",1,2,"20","kgs","","high bar","09/02/2021, 11:21:16","00:00:00",1.18,653,1.84,419,0.555
"squat",1,3,"20","kgs","","high bar","09/02/2021, 11:21:16","00:00:00",1.20,658,1.86,423,0.551
"squat",2,1,"40","kgs","","high bar","09/02/2021, 11:21:16","00:00:55.1",0.99,607,1.53,405,0.616
"squat",2,2,"40","kgs","","high bar","09/02/2021, 11:21:16","00:00:55.1",1.04,646,1.58,434,0.62
"squat",2,3,"40","kgs","","high bar","09/02/2021, 11:21:16","00:00:55.1",1.01,630,1.52,407,0.625
"squat",3,1,"60","kgs","","high bar","09/02/2021, 11:21:16","00:01:12.9",0.88,610,1.34,496,0.693
"squat",3,2,"60","kgs","","high bar","09/02/2021, 11:21:16","00:01:12.9",0.90,638,1.39,506,0.706
"squat",4,1,"80","kgs","","high bar","09/02/2021, 11:21:16","00:00:51.8",0.75,628,1.22,509,0.839
"squat",4,2,"80","kgs","","high bar","09/02/2021, 11:21:16","00:00:51.8",0.74,628,1.25,518,0.843
"squat",5,1,"100","kgs","","high bar","09/02/2021, 11:21:16","00:01:19.7",0.59,640,1.15,536,1.085
"squat",6,1,"110","kgs","","high bar","09/02/2021, 11:21:16","00:01:11.5",0.53,638,1.06,536,1.202
"squat",7,1,"120","kgs","","high bar","09/02/2021, 11:21:16","00:01:30.0",0.41,648,1.00,555,1.589
"squat",8,1,"125","kgs","","high bar","09/02/2021, 11:21:16","00:01:50.3",0.35,626,0.89,562,1.771
"squat",9,1,"130","kgs","","high bar","09/02/2021, 11:21:16","00:02:05.8",0.32,635,0.94,566,1.967
"squat",10,1,"105","kgs","","high bar","09/02/2021, 11:21:16","00:05:06.7",0.49,631,1.01,535,1.278
"squat",10,2,"105","kgs","","high bar","09/02/2021, 11:21:16","00:05:06.7",0.46,638,0.89,550,1.403
"squat",10,3,"105","kgs","","high bar","09/02/2021, 11:21:16","00:05:06.7",0.41,652,0.80,589,1.597
"squat",11,1,"105","kgs","","high bar","09/02/2021, 11:21:16","00:00:53.0",0.42,643,0.95,570,1.517
"squat",12,1,"105","kgs","","high bar","09/02/2021, 11:21:16","00:00:44.0",0.46,656,0.98,561,1.442
"overhead press",1,1,"20","kgs","","","09/02/2021, 11:21:16","00:01:26.8",1.26,635,1.98,457,0.504
"overhead press",1,2,"20","kgs","","","09/02/2021, 11:21:16","00:01:26.8",1.31,631,1.94,455,0.481
"overhead press",1,3,"20","kgs","","","09/02/2021, 11:21:16","00:01:26.8",1.26,654,1.92,451,0.521
"overhead press",2,1,"25","kgs","","","09/02/2021, 11:21:16","00:00:43.0",1.07,606,1.69,418,0.568
"overhead press",2,2,"25","kgs","","","09/02/2021, 11:21:16","00:00:43.0",1.16,641,1.66,477,0.551
"overhead press",2,3,"25","kgs","","","09/02/2021, 11:21:16","00:00:43.0",0.95,657,1.47,474,0.693
"overhead press",3,1,"30","kgs","","","09/02/2021, 11:21:16","00:00:39.8",0.98,650,1.45,504,0.661
"overhead press",3,2,"30","kgs","","","09/02/2021, 11:21:16","00:00:39.8",0.97,637,1.31,486,0.654
"overhead press",4,1,"35","kgs","","","09/02/2021, 11:21:16","00:00:41.2",0.84,627,1.10,317,0.743
"overhead press",4,2,"35","kgs","","","09/02/2021, 11:21:16","00:00:41.2",0.81,627,1.04,246,0.775
"overhead press",5,1,"40","kgs","","","09/02/2021, 11:21:16","00:00:46.1",0.68,626,0.94,166,0.927
"overhead press",6,1,"45","kgs","","","09/02/2021, 11:21:16","00:00:43.9",0.49,626,0.81,149,1.276
"overhead press",7,1,"50","kgs","","","09/02/2021, 11:21:16","00:01:29.1",0.46,615,0.71,112,1.335
"overhead press",8,1,"52,5","kgs","","","09/02/2021, 11:21:16","00:01:41.5",0.31,615,0.64,126,1.969
"overhead press",9,1,"55","kgs","","","09/02/2021, 11:21:16","00:02:47.0",0.23,621,0.59,89,2.655
"overhead press",10,1,"42,5","kgs","","","09/02/2021, 11:21:16","00:01:50.8",0.66,596,0.89,156,0.91
"overhead press",10,2,"42,5","kgs","","","09/02/2021, 11:21:16","00:01:50.8",0.46,617,0.83,153,1.351
"overhead press",10,3,"42,5","kgs","","","09/02/2021, 11:21:16","00:01:50.8",0.47,621,0.76,138,1.312
"overhead press",11,1,"42,5","kgs","","","09/02/2021, 11:21:16","00:00:32.0",0.45,627,0.83,161,1.393
"overhead press",11,2,"42,5","kgs","","","09/02/2021, 11:21:16","00:00:32.0",0.34,617,0.70,142,1.797
"overhead press",12,1,"42,5","kgs","","","09/02/2021, 11:21:16","00:00:35.6",0.54,614,0.79,142,1.144
"squat",1,1,"20","kgs","","high bar","10/02/2021, 11:08:07","00:00:00",1.08,587,1.73,361,0.542
"squat",1,2,"20","kgs","","high bar","10/02/2021, 11:08:07","00:00:00",1.24,677,1.90,426,0.544
"squat",1,3,"20","kgs","","high bar","10/02/2021, 11:08:07","00:00:00",1.24,691,1.89,448,0.558
"squat",2,1,"40","kgs","","high bar","10/02/2021, 11:08:07","00:01:45.1",0.99,612,1.58,435,0.616
"squat",2,2,"40","kgs","","high bar","10/02/2021, 11:08:07","00:01:45.1",1.06,651,1.60,449,0.616
"squat",2,3,"40","kgs","","high bar","10/02/2021, 11:08:07","00:01:45.1",1.05,669,1.58,440,0.637
"squat",3,1,"60","kgs","","high bar","10/02/2021, 11:08:07","00:01:30.2",0.87,611,1.41,477,0.705
"squat",3,2,"60","kgs","","high bar","10/02/2021, 11:08:07","00:01:30.2",0.90,629,1.41,445,0.698
"squat",4,1,"80","kgs","","high bar","10/02/2021, 11:08:07","00:01:00.3",0.77,642,1.25,523,0.832
"squat",4,2,"80","kgs","","high bar","10/02/2021, 11:08:07","00:01:00.3",0.73,633,1.15,512,0.869
"squat",5,1,"100","kgs","","high bar","10/02/2021, 11:08:07","00:01:22.0",0.62,636,1.15,529,1.029
"squat",6,1,"110","kgs","","high bar","10/02/2021, 11:08:07","00:01:35.7",0.56,641,1.08,540,1.149
"squat",7,1,"120","kgs","","high bar","10/02/2021, 11:08:07","00:01:21.5",0.39,642,1.04,570,1.631
"squat",8,1,"125","kgs","","high bar","10/02/2021, 11:08:07","00:02:24.1",0.34,624,1.00,555,1.851
"squat",9,1,"130","kgs","","high bar","10/02/2021, 11:08:07","00:05:04.0",0.29,621,0.90,555,2.158
"squat",10,1,"102,5","kgs","","high bar","10/02/2021, 11:08:07","00:02:49.4",0.57,620,1.09,519,1.093
"squat",10,2,"102,5","kgs","","high bar","10/02/2021, 11:08:07","00:02:49.4",0.55,644,1.05,548,1.163
"squat",10,3,"102,5","kgs","","high bar","10/02/2021, 11:08:07","00:02:49.4",0.52,649,1.01,555,1.252
"squat",11,1,"102,5","kgs","","high bar","10/02/2021, 11:08:07","00:00:42.4",0.50,643,1.06,555,1.291
"squat",11,2,"102,5","kgs","","high bar","10/02/2021, 11:08:07","00:00:42.4",0.49,664,0.97,563,1.358
"squat",12,1,"102,5","kgs","","high bar","10/02/2021, 11:08:07","00:00:47.4",0.56,657,1.12,555,1.175
"squat",13,1,"102,5","kgs","","high bar","10/02/2021, 11:08:07","00:00:39.5",0.50,645,1.07,551,1.281
"overhead press",1,1,"20","kgs","","","10/02/2021, 11:08:07","00:01:21.2",1.26,624,2.12,448,0.497
"overhead press",1,2,"20","kgs","","","10/02/2021, 11:08:07","00:01:21.2",0.90,641,1.96,442,0.713
"overhead press",1,3,"20","kgs","","","10/02/2021, 11:08:07","00:01:21.2",1.25,633,1.98,450,0.507
"overhead press",2,1,"25","kgs","","","10/02/2021, 11:08:07","00:01:01.3",1.02,642,1.67,464,0.627
"overhead press",2,2,"25","kgs","","","10/02/2021, 11:08:07","00:01:01.3",1.15,632,1.74,457,0.551
"overhead press",2,3,"25","kgs","","","10/02/2021, 11:08:07","00:01:01.3",0.73,652,1.49,522,0.892
"overhead press",3,1,"30","kgs","","","10/02/2021, 11:08:07","00:00:50.6",1.01,645,1.40,322,0.639
"overhead press",3,2,"30","kgs","","","10/02/2021, 11:08:07","00:00:50.6",0.90,622,1.25,449,0.689
"overhead press",4,1,"35","kgs","","","10/02/2021, 11:08:07","00:00:42.6",0.90,650,1.18,484,0.723
"overhead press",4,2,"35","kgs","","","10/02/2021, 11:08:07","00:00:42.6",0.52,638,1.08,209,1.217
"overhead press",5,1,"40","kgs","","","10/02/2021, 11:08:07","00:00:52.2",0.74,635,0.93,212,0.861
"overhead press",6,1,"45","kgs","","","10/02/2021, 11:08:07","00:00:58.4",0.57,622,0.84,152,1.086
"overhead press",7,1,"50","kgs","","","10/02/2021, 11:08:07","00:02:27.0",0.44,611,0.69,142,1.382
"overhead press",8,1,"55","kgs","","","10/02/2021, 11:08:07","00:02:49.7",0.27,614,0.62,102,2.273
"overhead press",9,1,"42,5","kgs","","","10/02/2021, 11:08:07","00:05:32.9",0.62,610,0.88,142,0.984
"overhead press",9,2,"42,5","kgs","","","10/02/2021, 11:08:07","00:05:32.9",0.55,606,0.82,151,1.099
"overhead press",9,3,"42,5","kgs","","","10/02/2021, 11:08:07","00:05:32.9",0.53,596,0.77,142,1.122
"overhead press",10,1,"42,5","kgs","","","10/02/2021, 11:08:07","00:00:38.0",0.55,605,0.80,137,1.11
"overhead press",10,2,"42,5","kgs","","","10/02/2021, 11:08:07","00:00:38.0",0.40,594,0.75,145,1.498
"overhead press",11,1,"42,5","kgs","","","10/02/2021, 11:08:07","00:00:26.2",0.56,633,0.83,143,1.128
"overhead press",12,1,"42,5","kgs","","","10/02/2021, 11:08:07","00:00:25.2",0.45,609,0.78,149,1.347
"squat",1,1,"20","kgs","","high bar","11/02/2021, 11:08:51","00:00:00",1.17,645,1.92,444,0.553
"squat",1,2,"20","kgs","","high bar","11/02/2021, 11:08:51","00:00:00",1.17,674,1.81,463,0.579
"squat",1,3,"20","kgs","","high bar","11/02/2021, 11:08:51","00:00:00",1.15,667,1.73,425,0.58
"squat",2,1,"40","kgs","","high bar","11/02/2021, 11:08:51","00:01:26.2",1.09,650,1.76,419,0.595
"squat",2,2,"40","kgs","","high bar","11/02/2021, 11:08:51","00:01:26.2",1.09,671,1.70,436,0.616
"squat",2,3,"40","kgs","","high bar","11/02/2021, 11:08:51","00:01:26.2",1.12,688,1.72,503,0.615
"squat",3,1,"60","kgs","","high bar","11/02/2021, 11:08:51","00:01:23.4",0.89,614,1.35,449,0.687
"squat",3,2,"60","kgs","","high bar","11/02/2021, 11:08:51","00:01:23.4",0.91,662,1.40,524,0.725
"squat",4,1,"80","kgs","","high bar","11/02/2021, 11:08:51","00:01:08.6",0.78,632,1.29,508,0.813
"squat",4,2,"80","kgs","","high bar","11/02/2021, 11:08:51","00:01:08.6",0.75,646,1.26,534,0.861
"squat",5,1,"100","kgs","","high bar","11/02/2021, 11:08:51","00:01:36.9",0.63,661,1.24,548,1.047
"squat",6,1,"110","kgs","","high bar","11/02/2021, 11:08:51","00:01:21.3",0.56,659,1.15,571,1.167
"squat",7,1,"120","kgs","","high bar","11/02/2021, 11:08:51","00:01:46.5",0.45,654,1.04,578,1.448
"squat",8,1,"125","kgs","","high bar","11/02/2021, 11:08:51","00:01:38.5",0.37,637,1.00,570,1.727
